CGATS.17

ORIGINATOR	"i1Profiler - X-Rite, Inc."
INSTRUMENTATION	"i1Pro 3 PLUS ; Serial number 0"
DESCRIPTOR	"차트 105 패치"
FILTER	""
CREATED		"2025-10-19T23:22:32"

NUMBER_OF_FIELDS	5
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	RGB_R	RGB_G	RGB_B	
END_DATA_FORMAT

NUMBER_OF_SETS	105
BEGIN_DATA
1	-	255.00	255.00	255.00
2	-	255.00	255.00	255.00
3	-	255.00	255.00	255.00
4	-	0.00	0.00	0.00
5	-	0.00	0.00	0.00
6	-	0.00	0.00	0.00
7	-	244.80	255.00	255.00
8	-	234.60	255.00	255.00
9	-	224.40	255.00	255.00
10	-	214.20	255.00	255.00
11	-	204.00	255.00	255.00
12	-	193.80	255.00	255.00
13	-	183.60	255.00	255.00
14	-	173.40	255.00	255.00
15	-	163.20	255.00	255.00
16	-	153.00	255.00	255.00
17	-	142.80	255.00	255.00
18	-	132.60	255.00	255.00
19	-	122.40	255.00	255.00
20	-	112.20	255.00	255.00
21	-	102.00	255.00	255.00
22	-	91.80	255.00	255.00
23	-	81.60	255.00	255.00
24	-	71.40	255.00	255.00
25	-	61.20	255.00	255.00
26	-	51.00	255.00	255.00
27	-	40.80	255.00	255.00
28	-	30.60	255.00	255.00
29	-	20.40	255.00	255.00
30	-	10.20	255.00	255.00
31	-	0.00	255.00	255.00
32	-	255.00	244.80	255.00
33	-	255.00	234.60	255.00
34	-	255.00	224.40	255.00
35	-	255.00	214.20	255.00
36	-	255.00	204.00	255.00
37	-	255.00	193.80	255.00
38	-	255.00	183.60	255.00
39	-	255.00	173.40	255.00
40	-	255.00	163.20	255.00
41	-	255.00	153.00	255.00
42	-	255.00	142.80	255.00
43	-	255.00	132.60	255.00
44	-	255.00	122.40	255.00
45	-	255.00	112.20	255.00
46	-	255.00	102.00	255.00
47	-	255.00	91.80	255.00
48	-	255.00	81.60	255.00
49	-	255.00	71.40	255.00
50	-	255.00	61.20	255.00
51	-	255.00	51.00	255.00
52	-	255.00	40.80	255.00
53	-	255.00	30.60	255.00
54	-	255.00	20.40	255.00
55	-	255.00	10.20	255.00
56	-	255.00	0.00	255.00
57	-	255.00	255.00	244.80
58	-	255.00	255.00	234.60
59	-	255.00	255.00	224.40
60	-	255.00	255.00	214.20
61	-	255.00	255.00	204.00
62	-	255.00	255.00	193.80
63	-	255.00	255.00	183.60
64	-	255.00	255.00	173.40
65	-	255.00	255.00	163.20
66	-	255.00	255.00	153.00
67	-	255.00	255.00	142.80
68	-	255.00	255.00	132.60
69	-	255.00	255.00	122.40
70	-	255.00	255.00	112.20
71	-	255.00	255.00	102.00
72	-	255.00	255.00	91.80
73	-	255.00	255.00	81.60
74	-	255.00	255.00	71.40
75	-	255.00	255.00	61.20
76	-	255.00	255.00	51.00
77	-	255.00	255.00	40.80
78	-	255.00	255.00	30.60
79	-	255.00	255.00	20.40
80	-	255.00	255.00	10.20
81	-	255.00	255.00	0.00
82	-	244.80	244.80	244.80
83	-	234.60	234.60	234.60
84	-	224.40	224.40	224.40
85	-	214.20	214.20	214.20
86	-	204.00	204.00	204.00
87	-	193.80	193.80	193.80
88	-	183.60	183.60	183.60
89	-	173.40	173.40	173.40
90	-	163.20	163.20	163.20
91	-	153.00	153.00	153.00
92	-	142.80	142.80	142.80
93	-	132.60	132.60	132.60
94	-	122.40	122.40	122.40
95	-	112.20	112.20	112.20
96	-	102.00	102.00	102.00
97	-	91.80	91.80	91.80
98	-	81.60	81.60	81.60
99	-	71.40	71.40	71.40
100	-	61.20	61.20	61.20
101	-	51.00	51.00	51.00
102	-	40.80	40.80	40.80
103	-	30.60	30.60	30.60
104	-	20.40	20.40	20.40
105	-	10.20	10.20	10.20
END_DATA
